comment,replies,date,user_name,cleaned_comment,sentiment
🎉🎉❤❤,[],2024-12-04T15:14:27Z,@SumanShrestha-or7fb,,"[{'label': 'Neutral', 'score': 1.0}]"
"Роналду великий человек, он подыграл сопернику и дал ему шанс",[],2024-12-04T15:14:25Z,@Чынайтканов,Роналду великий человек он подыграл сопернику и дал ему шанс,"[{'label': 'neutral', 'score': 0.9985066056251526}]"
I'm bangladeshi and I'm 👍 you are beast,[],2024-12-04T15:13:55Z,@AbdulAhad-zl6rw,Im bangladeshi and Im you are beast,"[{'label': 'neutral', 'score': 0.8645576238632202}]"
Cr7 4 life,[],2024-12-04T15:13:43Z,@geohmakerseven,Cr7 4 life,"[{'label': 'neutral', 'score': 0.9769870042800903}]"
Messi better,[],2024-12-04T15:13:17Z,@mehmetyigityldrm5663,Messi better,"[{'label': 'approval', 'score': 0.38763514161109924}]"
Pow esse vídeo é absurdo mano!,[],2024-12-04T15:11:51Z,@dielme,Pow esse vídeo é absurdo mano,"[{'label': 'neutral', 'score': 0.9971796274185181}]"
ゴルファーのベイルvs一般人もやってほしいな,[],2024-12-04T15:11:32Z,@user-fi2jv3dt2i,ゴルファーのベイルvs一般人もやってほしいな,"[{'label': 'neutral', 'score': 0.9976562261581421}]"
Aaaaaaaaaaaaaa,[],2024-12-04T15:11:16Z,@WafaHunaif,Aaaaaaaaaaaaaa,"[{'label': 'anger', 'score': 0.8358551263809204}]"
ovechkin next,[],2024-12-04T15:11:15Z,@rombiz8823,ovechkin next,"[{'label': 'neutral', 'score': 0.9992399215698242}]"
Try to create a challenge for youtubers from all countries,[],2024-12-04T15:10:50Z,@muh.agungnugraha8412,Try to create a challenge for youtubers from all countries,"[{'label': 'neutral', 'score': 0.9647354483604431}]"
"Mujhe nhi lgta h ,mere jindagi kuch aisa hoga jo unblievable ho ,mano jindagi ekdam se badal jay",[],2024-12-04T15:10:46Z,@Jeetbaba0,Mujhe nhi lgta h mere jindagi kuch aisa hoga jo unblievable ho mano jindagi ekdam se badal jay,"[{'label': 'neutral', 'score': 0.9811696410179138}]"
Muje bula lo 😢,[],2024-12-04T15:10:46Z,@nares.h2421,Muje bula lo,"[{'label': 'neutral', 'score': 0.9994125366210938}]"
SIIIIIIIIIIIIIIII Best in the World!!,[],2024-12-04T15:10:28Z,@NerdLuso,SIIIIIIIIIIIIIIII Best in the World,"[{'label': 'love', 'score': 0.8272150158882141}]"
Messi,[],2024-12-04T15:10:09Z,@wuttiphatsrisuk2842,Messi,"[{'label': 'neutral', 'score': 0.997452437877655}]"
"I see all these wonderful things you do for such deserving people and I commend you for that!! I just don’t know why anything good like that could happen to me! I’m 59 and had to move in with my brother! Nothing worse than being penniless and  having to live with others, but I’m thankful I at least had somewhere to go!",[],2024-12-04T15:09:48Z,@myramccoart2314,I see all these wonderful things you do for such deserving people and I commend you for that I just dont know why anything good like that could happen to me Im 59 and had to move in with my brother Nothing worse than being penniless and having to live with others but Im thankful I at least had somewhere to go,"[{'label': 'joy', 'score': 0.4805397689342499}]"
ajja mejor jugado ronaldo? jaja preguntale a messi,[],2024-12-04T15:09:39Z,@Diamntad0.97,ajja mejor jugado ronaldo jaja preguntale a messi,"[{'label': 'neutral', 'score': 0.9949888586997986}]"
Who love the kindness of ronaldo❤,[],2024-12-04T15:09:37Z,@Usmanmakeit,Who love the kindness of ronaldo,"[{'label': 'love', 'score': 0.9996452331542969}]"
"I see all these wonderful things you do for such deserving people and I commend you for that!! I just don’t know why anything good like that could happen to me! I’m 59 and had to move in with my brother! Nothing worse than being penniless and  having to live with others, but I’m thankful I at least had somewhere to go!",[],2024-12-04T15:09:28Z,@myramccoart2314,I see all these wonderful things you do for such deserving people and I commend you for that I just dont know why anything good like that could happen to me Im 59 and had to move in with my brother Nothing worse than being penniless and having to live with others but Im thankful I at least had somewhere to go,"[{'label': 'joy', 'score': 0.4805397689342499}]"
Call Virat Kohli to your show please.,[],2024-12-04T15:09:25Z,@ronitkumardas885,Call Virat Kohli to your show please,"[{'label': 'neutral', 'score': 0.9999425411224365}]"
EL MEJOR ES MESSI,[],2024-12-04T15:09:12Z,@CatalinaGomes-i8j,EL MEJOR ES MESSI,"[{'label': 'neutral', 'score': 0.9999346733093262}]"
I would like a birthday cake we would love that Mr beast,[],2024-12-04T15:09:04Z,@Alinwonderland-g9h,I would like a birthday cake we would love that Mr beast,"[{'label': 'love', 'score': 0.9993728995323181}]"
I will play but im from india😢 can you invite me plz😢❤❤,[],2024-12-04T15:09:02Z,@huberthsangma1134,I will play but im from india can you invite me plz,"[{'label': 'neutral', 'score': 0.8586637377738953}]"
22:45,[],2024-12-04T15:08:39Z,@JPYGgaming,2245,"[{'label': 'empty', 'score': 0.5261756777763367}]"
Today is my moms birthday,[],2024-12-04T15:07:41Z,@Alinwonderland-g9h,Today is my moms birthday,"[{'label': 'neutral', 'score': 0.9964461922645569}]"
how ronaldo lose,[],2024-12-04T15:07:19Z,@Davidconka-qh2dj,how ronaldo lose,"[{'label': 'worry', 'score': 0.7094265222549438}]"
22 Subscribe complete‌ done Thank you so much,[],2024-12-04T15:06:37Z,@MermanSherpali100,22 Subscribe complete done Thank you so much,"[{'label': 'gratitude', 'score': 0.9732351899147034}]"
🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩,[],2024-12-04T15:06:32Z,@Monir-f3i,,"[{'label': 'Neutral', 'score': 1.0}]"
호날두도 겁나 유쾌하네 ㅋㅋ,[],2024-12-04T15:06:21Z,@쿠쿠다스-g5l,호날두도 겁나 유쾌하네 ㅋㅋ,"[{'label': 'neutral', 'score': 0.9997542500495911}]"
Hy mi.beast I have a idea for sell Feastables poor and midel class,[],2024-12-04T15:05:55Z,@V.I.PGramer,Hy mibeast I have a idea for sell Feastables poor and midel class,"[{'label': 'fun', 'score': 0.9914990067481995}]"
lovely,[],2024-12-04T15:05:54Z,@RoyTecTips,lovely,"[{'label': 'admiration', 'score': 0.9991546869277954}]"
Yeh Hindi kisne iske opar dubbed kia ?? Kaisa how😮😮,[],2024-12-04T15:05:17Z,@Wildlenswassoo,Yeh Hindi kisne iske opar dubbed kia Kaisa how,"[{'label': 'neutral', 'score': 0.9927693605422974}]"
Hello,[],2024-12-04T15:05:11Z,@lionelalphonse9957,Hello,"[{'label': 'neutral', 'score': 0.9998063445091248}]"
mr beast at fiu ayeeee,[],2024-12-04T15:04:35Z,@ellavennn,mr beast at fiu ayeeee,"[{'label': 'love', 'score': 0.9322576522827148}]"
Не ну это реально круто уважение мистору бисту и всем кто учавствовал!,[],2024-12-04T15:04:29Z,@Джоджофаг-э9х,Не ну это реально круто уважение мистору бисту и всем кто учавствовал,"[{'label': 'neutral', 'score': 0.9860097169876099}]"
Goat shock unknown person Rock,[],2024-12-04T15:04:27Z,@Rajdaksh64,Goat shock unknown person Rock,"[{'label': 'excitement', 'score': 0.7749696373939514}]"
Siuuuuuuuuuu❤,[],2024-12-04T15:03:52Z,@hungedm369,Siuuuuuuuuuu,"[{'label': 'amusement', 'score': 0.9854364991188049}]"
Subscribe Mr beast,[],2024-12-04T15:03:45Z,@RiderStrk,Subscribe Mr beast,"[{'label': 'admiration', 'score': 0.9997583031654358}]"
"Por isso o canal do MrBeast é foda, o cara faz conteúdo para o planeta todo e conteúdo divertido.",[],2024-12-04T15:02:57Z,@obairomsynthwave,Por isso o canal do MrBeast é foda o cara faz conteúdo para o planeta todo e conteúdo divertido,"[{'label': 'neutral', 'score': 0.9991698265075684}]"
I love you mister bist,[],2024-12-04T15:02:30Z,@АоаллвЛ4лклклк,I love you mister bist,"[{'label': 'love', 'score': 0.9998438358306885}]"
I love you mister bist,[],2024-12-04T15:02:28Z,@АоаллвЛ4лклклк,I love you mister bist,"[{'label': 'love', 'score': 0.9998438358306885}]"
😮😮,[],2024-12-04T15:02:10Z,@PubgId-h1t,,"[{'label': 'Neutral', 'score': 1.0}]"
MrBeast can you come to south Africa and do games please 😢,[],2024-12-04T15:01:44Z,@ZiphoMzobe,MrBeast can you come to south Africa and do games please,"[{'label': 'neutral', 'score': 0.9995008707046509}]"
MTB mepodes saludar a Ronaldo porfavor,[],2024-12-04T15:01:37Z,@KatherineArtiaga,MTB mepodes saludar a Ronaldo porfavor,"[{'label': 'neutral', 'score': 0.8658545017242432}]"
Messi is extremely better soccer player and person. That's a fact 🙂,[],2024-12-04T15:01:16Z,@rogerbale,Messi is extremely better soccer player and person Thats a fact,"[{'label': 'admiration', 'score': 0.9818112254142761}]"
Месси бы уже с первых раз попал,[],2024-12-04T15:00:37Z,@ШершеньКрут,Месси бы уже с первых раз попал,"[{'label': 'neutral', 'score': 0.9849622249603271}]"
he’s coming he’s coming 😅😂,[],2024-12-04T15:00:34Z,@richmondansa8628,hes coming hes coming,"[{'label': 'neutral', 'score': 0.5063859820365906}]"
"Noah Lyles isn’t the fastest😂😂, he’s the 2nd fastest in the world, the fastest man in the world is Usain Bolt",[],2024-12-04T15:00:32Z,@fazeross4228,Noah Lyles isnt the fastest hes the 2nd fastest in the world the fastest man in the world is Usain Bolt,"[{'label': 'neutral', 'score': 0.995073139667511}]"
❤❤❤❤❤❤,[],2024-12-04T15:00:18Z,@mustafizurrahman5800,,"[{'label': 'Neutral', 'score': 1.0}]"
Wow,[],2024-12-04T15:00:07Z,@SiamSharif-bg3tk,Wow,"[{'label': 'excitement', 'score': 0.999911904335022}]"
I have been to the Nashville sounds field,[],2024-12-04T14:59:14Z,@Jaxonfishinstuff,I have been to the Nashville sounds field,"[{'label': 'neutral', 'score': 0.9695661664009094}]"
I was told if I subscribed I could get a cookie. I subscribed. I have no cookie,[],2024-12-04T14:59:13Z,@BobbiBoiJr-ws9tz,I was told if I subscribed I could get a cookie I subscribed I have no cookie,"[{'label': 'anger', 'score': 0.9789165258407593}]"
I'm existing foe 19 December 😭👌,[],2024-12-04T14:59:08Z,@asmreens,Im existing foe 19 December,"[{'label': 'worry', 'score': 0.9995501637458801}]"
Mr best i am your fans can you buy me a i phone please please it s my birthday i subscribe your YouTube channel please,[],2024-12-04T14:59:05Z,@E-u_r,Mr best i am your fans can you buy me a i phone please please it s my birthday i subscribe your YouTube channel please,"[{'label': 'neutral', 'score': 0.4900195896625519}]"
I want to play,[],2024-12-04T14:58:55Z,@English-With-Sultan,I want to play,"[{'label': 'neutral', 'score': 0.9965724945068359}]"
"Y Messi ,el era el goat",[],2024-12-04T14:58:49Z,@josemariamarchessini6982,Y Messi el era el goat,"[{'label': 'neutral', 'score': 0.9743257761001587}]"
Please please build me pc my dream is 0c pleas pleas I am your bigest fan,[],2024-12-04T14:58:36Z,@TornikeTsiklauri-j3q,Please please build me pc my dream is 0c pleas pleas I am your bigest fan,"[{'label': 'neutral', 'score': 0.9997571110725403}]"
Cómo Ronaldo puede perder por eso ubieran invitado a Messi ese es un verdadero goat,[],2024-12-04T14:58:10Z,@NainIsraelArgueta,Cómo Ronaldo puede perder por eso ubieran invitado a Messi ese es un verdadero goat,"[{'label': 'neutral', 'score': 0.9999130964279175}]"
4:18  jump hight 🗿💀,[],2024-12-04T14:58:10Z,@samirmohli9257,418 jump hight,"[{'label': 'empty', 'score': 0.8312429785728455}]"
"Khalid: Esto es mucho.
Cristiano: No, no es mucho, tienes que ganar.
cine",[],2024-12-04T14:58:00Z,@KevinRhodes_,Khalid Esto es mucho Cristiano No no es mucho tienes que ganar cine,"[{'label': 'neutral', 'score': 0.5509316921234131}]"
Mai india se hu bade bhai mai aapki video roz dekhta hu aapne mujhe  koi gift 🎉nahin diya 😢😢,[],2024-12-04T14:57:54Z,@ChamanShorts3421,Mai india se hu bade bhai mai aapki video roz dekhta hu aapne mujhe koi gift nahin diya,"[{'label': 'neutral', 'score': 0.9985784292221069}]"
Goat.,[],2024-12-04T14:57:16Z,@eurostarcz,Goat,"[{'label': 'curiosity', 'score': 0.7524963021278381}]"
i need indonesian speaking version,[],2024-12-04T14:57:14Z,@rafkarasya715,i need indonesian speaking version,"[{'label': 'neutral', 'score': 0.9928746223449707}]"
There is peace even in losing!And CR7 did it,[],2024-12-04T14:57:06Z,@mrbreast-tc1te,There is peace even in losingAnd CR7 did it,"[{'label': 'neutral', 'score': 0.9032390713691711}]"
Кто из России? Напешите,[],2024-12-04T14:56:55Z,@КаримГареев-н6ы,Кто из России Напешите,"[{'label': 'neutral', 'score': 0.9997575879096985}]"
Роналдо из Бразилии для меня лучший в мире! До сих пор и я не изменю эту точку зрения!😊,[],2024-12-04T14:56:44Z,@Саловдуркаине,Роналдо из Бразилии для меня лучший в мире До сих пор и я не изменю эту точку зрения,"[{'label': 'neutral', 'score': 0.9983083009719849}]"
"God is beautiful, hahahaha",[],2024-12-04T14:56:42Z,@OmYahya-i1y,God is beautiful hahahaha,"[{'label': 'admiration', 'score': 0.9997027516365051}]"
squid game but not lethal: 22:16,[],2024-12-04T14:56:32Z,@Golderepost1,squid game but not lethal 2216,"[{'label': 'approval', 'score': 0.9900658130645752}]"
RONALDO🐐🐐❤️❤️❤️,[],2024-12-04T14:55:50Z,@نايف-ج6ش6ص,RONALDO,"[{'label': 'love', 'score': 0.6128832697868347}]"
Love Mrbeast,[],2024-12-04T14:55:37Z,@elevagefanelsky8784,Love Mrbeast,"[{'label': 'love', 'score': 0.9996334314346313}]"
"Cristiano: you have to do this, there is no other way for you",[],2024-12-04T14:55:24Z,@minecraftbilgileri494,Cristiano you have to do this there is no other way for you,"[{'label': 'sadness', 'score': 0.6217173337936401}]"
siuu❤❤❤ ❤❤❤❤7,[],2024-12-04T14:55:03Z,@ohungdung8899,siuu 7,"[{'label': 'neutral', 'score': 0.9050643444061279}]"
100 MIL in 3 days is nuts,[],2024-12-04T14:54:57Z,@teonnikolovski,100 MIL in 3 days is nuts,"[{'label': 'neutral', 'score': 0.8560178875923157}]"
"It's not Cristiano Ronaldo,the goat is messi",[],2024-12-04T14:54:36Z,@LeandroEchegaray-i6q,Its not Cristiano Ronaldothe goat is messi,"[{'label': 'neutral', 'score': 0.4498084783554077}]"
Cristiano Ronaldo por ganador.  Siuuuuuuu❤🤚🤛🍀,[],2024-12-04T14:54:35Z,@Lig988,Cristiano Ronaldo por ganador Siuuuuuuu,"[{'label': 'happiness', 'score': 0.8885228037834167}]"
🎉,[],2024-12-04T14:54:35Z,@savanjadeja7733,,"[{'label': 'Neutral', 'score': 1.0}]"
Ronaldo dã nhường anh ấy chúng ta điều thấy rõ. Tôi cũng muốn một cuộc thi dễ dàng như vậy,[],2024-12-04T14:54:13Z,@Duongcuimia,Ronaldo dã nhường anh ấy chúng ta điều thấy rõ Tôi cũng muốn một cuộc thi dễ dàng như vậy,"[{'label': 'neutral', 'score': 0.9564874172210693}]"
Love msbeast,[],2024-12-04T14:54:06Z,@elevagefanelsky8784,Love msbeast,"[{'label': 'love', 'score': 0.9996885061264038}]"
I see the full video for the goat Ronaldo 😅,[],2024-12-04T14:53:43Z,@MrSulaiMaaN,I see the full video for the goat Ronaldo,"[{'label': 'neutral', 'score': 0.9996989965438843}]"
Mrbeast amo tus videos y  ya quiero que tus chocolates llegen a buenos aires ❤❤❤❤❤❤❤❤😘😘😘😘😘🇦🇷🇦🇷🇦🇷,[],2024-12-04T14:53:42Z,@MarcelaTaboada-wj3cg,Mrbeast amo tus videos y ya quiero que tus chocolates llegen a buenos aires,"[{'label': 'neutral', 'score': 0.9997407793998718}]"
Туда Пеналду,[],2024-12-04T14:53:26Z,@ВладиславРябов-щ3ж,Туда Пеналду,"[{'label': 'neutral', 'score': 0.8982207775115967}]"
Love you mr beast ❤❤,[],2024-12-04T14:53:21Z,@DarkDubbed135,Love you mr beast,"[{'label': 'love', 'score': 0.9998168349266052}]"
"Selama ini selalu jadi penonton konten mr beast..kapan ya bs ikut game  mr beast😂😂😂 
Mimpiiiiiiiiiiii😅😅",[],2024-12-04T14:53:19Z,@keluargabocilnanas3892,Selama ini selalu jadi penonton konten mr beastkapan ya bs ikut game mr beast Mimpiiiiiiiiiiii,"[{'label': 'neutral', 'score': 0.9978066086769104}]"
Como quiero salir un video Mrb,[],2024-12-04T14:53:18Z,@cr7149hgggzchhgvhccxvhhhvvvccg,Como quiero salir un video Mrb,"[{'label': 'neutral', 'score': 0.9997795224189758}]"
Give me a challenge jimmy,[],2024-12-04T14:53:17Z,@Glorious_World_10,Give me a challenge jimmy,"[{'label': 'neutral', 'score': 0.9999402761459351}]"
How are people still watching a cannibal...,[],2024-12-04T14:53:16Z,@Jofo998,How are people still watching a cannibal,"[{'label': 'curiosity', 'score': 0.8399322032928467}]"
It's my birthday 19 December 😊😊😊,[],2024-12-04T14:53:10Z,@manoworld497,Its my birthday 19 December,"[{'label': 'neutral', 'score': 0.8530427813529968}]"
❤❤❤❤❤❤❤❤❤❤❤❤,[],2024-12-04T14:53:07Z,@souravchowdhury1957,,"[{'label': 'Neutral', 'score': 1.0}]"
100 million in 2 days😮😮,[],2024-12-04T14:53:00Z,@Joaoaoaooao_5,100 million in 2 days,"[{'label': 'neutral', 'score': 0.9964588284492493}]"
messi es mejor,[],2024-12-04T14:52:34Z,@pamevakids9666,messi es mejor,"[{'label': 'neutral', 'score': 0.9995866417884827}]"
Aradığın Türk yorumu...,[],2024-12-04T14:52:29Z,@Vebensen,Aradığın Türk yorumu,"[{'label': 'neutral', 'score': 0.9998742341995239}]"
Кришлучший❤❤❤,[],2024-12-04T14:52:29Z,@АйдайНарынбекова-с6ч,Кришлучший,"[{'label': 'neutral', 'score': 0.9994649291038513}]"
Love Mr Beast,[],2024-12-04T14:52:12Z,@elevagefanelsky8784,Love Mr Beast,"[{'label': 'love', 'score': 0.9998127818107605}]"
Oh thank you Mr beast it's my birthday 19 December I wish you to visit Pakistan for my birthday I wish in future to meet you and I am the biggest fan of you I see your all videos 📸 and subscribe your channel when Start a gaming I wish I tried you chocolate 🍫🍫 and enter your video 📷  I am your old. Fan I see your all videos 2 to 5 times  and 😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊please 🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺 accept my wish 😊😊😊 😊😊😊😊😊😊😊😊😊😊😂😂😂😂😂😂😂,[],2024-12-04T14:52:10Z,@manoworld497,Oh thank you Mr beast its my birthday 19 December I wish you to visit Pakistan for my birthday I wish in future to meet you and I am the biggest fan of you I see your all videos and subscribe your channel when Start a gaming I wish I tried you chocolate and enter your video I am your old Fan I see your all videos 2 to 5 times and please accept my wish,"[{'label': 'understanding', 'score': 0.7271826267242432}]"
I appreciate your collaboration,[],2024-12-04T14:51:45Z,@iVocals,I appreciate your collaboration,"[{'label': 'gratitude', 'score': 0.9956399202346802}]"
Dope ass video,[],2024-12-04T14:51:43Z,@Yoatmeister,Dope ass video,"[{'label': 'anger', 'score': 0.5968645811080933}]"
19:30 19:32 Suiiíiiiiiiii,[],2024-12-04T14:51:37Z,@MR_Rudra_FF77,1930 1932 Suiiíiiiiiiii,"[{'label': 'happiness', 'score': 0.7994797825813293}]"
I am your big fan 💞 l am going to your video 😊😊,[],2024-12-04T14:51:33Z,@KhatunRuhaniya,I am your big fan l am going to your video,"[{'label': 'love', 'score': 0.9071927070617676}]"
খালিদ কে দেখতে অনেক টা এশিয়ান দের মত,[],2024-12-04T14:51:25Z,@AsifStudent-nz1op,খলদ ক দখত অনক ট এশযন দর মত,"[{'label': 'neutral', 'score': 0.9997392296791077}]"
I thouth usain bolt was the most speedy men in world,[],2024-12-04T14:51:21Z,@forelselse,I thouth usain bolt was the most speedy men in world,"[{'label': 'admiration', 'score': 0.9995648264884949}]"
Giw mi 5000 💵 dolar,[],2024-12-04T14:51:06Z,@Amezing-k8c,Giw mi 5000 dolar,"[{'label': 'neutral', 'score': 0.661090075969696}]"
Ronaldo 🔥 from Nepal 🇳🇵🇳🇵,[],2024-12-04T14:50:21Z,@BanaLimbu,Ronaldo from Nepal,"[{'label': 'neutral', 'score': 0.867242693901062}]"
Ronaldo or Messi?,[],2024-12-04T14:50:08Z,@HoldenBentzen-w8h,Ronaldo or Messi,"[{'label': 'neutral', 'score': 0.9992414712905884}]"
Help bro,[],2024-12-04T14:49:52Z,@Amezing-k8c,Help bro,"[{'label': 'caring', 'score': 0.9994390606880188}]"
🇮🇶 🇮🇶 🇮🇶 🇮🇶 🇮🇶 🇮🇶 🇮🇶 🇮🇶 🇮🇶,[],2024-12-04T14:49:51Z,@kinozali705,,"[{'label': 'Neutral', 'score': 1.0}]"
"Мастур бист, ты приедешь в Кыргызстан?",[],2024-12-04T14:49:49Z,@dimachanell-bq4eq,Мастур бист ты приедешь в Кыргызстан,"[{'label': 'neutral', 'score': 0.999555766582489}]"
usain bolt is fastest man on earth,[],2024-12-04T14:49:47Z,@gamingboys2350,usain bolt is fastest man on earth,"[{'label': 'neutral', 'score': 0.999956488609314}]"
MrBeast big fen bro love from India ❤❤❤❤,[],2024-12-04T14:49:29Z,@Amezing-k8c,MrBeast big fen bro love from India,"[{'label': 'love', 'score': 0.9977896213531494}]"
"Ronaldo earns 1,000,000 dollars in 2 days...",[],2024-12-04T14:48:57Z,@_YouTube_Fake,Ronaldo earns 1000000 dollars in 2 days,"[{'label': 'surprise', 'score': 0.5770308375358582}]"
Hiiiiiiiiiiiiiiii,[],2024-12-04T14:48:57Z,@Amezing-k8c,Hiiiiiiiiiiiiiiii,"[{'label': 'enthusiasm', 'score': 0.7069424986839294}]"
Come to Afghanistan place ❤,[],2024-12-04T14:48:37Z,@quran-r3m,Come to Afghanistan place,"[{'label': 'neutral', 'score': 0.8958309888839722}]"
messi better,[],2024-12-04T14:48:18Z,@aty1509,messi better,"[{'label': 'approval', 'score': 0.38763514161109924}]"
bro do a video with speed and ronaldo doing a penalty shootout,[],2024-12-04T14:48:16Z,@raminmohabbat6427,bro do a video with speed and ronaldo doing a penalty shootout,"[{'label': 'neutral', 'score': 0.9995545744895935}]"
New subscriber🤍...,[],2024-12-04T14:47:55Z,@منوعات2-ح1ث,New subscriber,"[{'label': 'neutral', 'score': 0.9997121691703796}]"
The best content creator of the world,[],2024-12-04T14:47:36Z,@cuentaterciaria3449,The best content creator of the world,"[{'label': 'admiration', 'score': 0.7255138158798218}]"
M.B  C. RONALDO  or Messi,[],2024-12-04T14:46:40Z,@Ибрагим2014,MB C RONALDO or Messi,"[{'label': 'neutral', 'score': 0.7552107572555542}]"
Messi is the best 😎😎,[],2024-12-04T14:46:05Z,@mouhamadoumoustaphandiaye9784,Messi is the best,"[{'label': 'admiration', 'score': 0.999961256980896}]"
Kiya Bat hea super video,[],2024-12-04T14:46:05Z,@KaranVakhla-y3e,Kiya Bat hea super video,"[{'label': 'excitement', 'score': 0.4797264039516449}]"
Yo si le gano,[],2024-12-04T14:46:02Z,@manu_yt-fr,Yo si le gano,"[{'label': 'neutral', 'score': 0.9999260902404785}]"
Ronaldo lost on purpose❤,[],2024-12-04T14:45:36Z,@Sunnatullo-u2u,Ronaldo lost on purpose,"[{'label': 'neutral', 'score': 0.9983855485916138}]"
Please bhai come to assam,[],2024-12-04T14:45:31Z,@UpryYt,Please bhai come to assam,"[{'label': 'neutral', 'score': 0.9903274178504944}]"
Jai  Jai  fantastic. Cocacolastic,[],2024-12-04T14:45:10Z,@donnamariaseverichepalencia,Jai Jai fantastic Cocacolastic,"[{'label': 'admiration', 'score': 0.826532244682312}]"
There is no VIRAT KOHLI,[],2024-12-04T14:45:09Z,@Sky-1011,There is no VIRAT KOHLI,"[{'label': 'sadness', 'score': 0.8063317537307739}]"
I'm still shocked Speed won against the fastest human on hearth 🤯,[],2024-12-04T14:45:06Z,@davidverissimo8571,Im still shocked Speed won against the fastest human on hearth,"[{'label': 'surprise', 'score': 0.9998273849487305}]"
Speed punching the air rn,[],2024-12-04T14:44:51Z,@TajhNimblett,Speed punching the air rn,"[{'label': 'neutral', 'score': 0.9999511241912842}]"
Cristiano + mrbeast = mr cristiano 😂,[],2024-12-04T14:44:46Z,@YahyoErgashev-mg9dl,Cristiano mrbeast mr cristiano,"[{'label': 'surprise', 'score': 0.9924430251121521}]"
Who is skipping the video to see cr7 😅,[],2024-12-04T14:44:42Z,@Gjovipeqi,Who is skipping the video to see cr7,"[{'label': 'neutral', 'score': 0.9983760118484497}]"
Mr bhai please come to Assam,[],2024-12-04T14:44:42Z,@UpryYt,Mr bhai please come to Assam,"[{'label': 'neutral', 'score': 0.807797908782959}]"
Mr best ❤❤❤❤,[],2024-12-04T14:44:38Z,@MalikRafiq-qt3df,Mr best,"[{'label': 'neutral', 'score': 0.9943108558654785}]"
Jai Jai  fantastic mira disimulada mente. Cocacolastic,[],2024-12-04T14:44:25Z,@donnamariaseverichepalencia,Jai Jai fantastic mira disimulada mente Cocacolastic,"[{'label': 'happiness', 'score': 0.9946250319480896}]"
Я подписан на Месси 10,[],2024-12-04T14:44:19Z,@Artur-t2j4t,Я подписан на Месси 10,"[{'label': 'neutral', 'score': 0.9880796074867249}]"
Thanks for 200 subscribers🎉🎉🎉🎉,[],2024-12-04T14:44:18Z,@wedonotcare07,Thanks for 200 subscribers,"[{'label': 'gratitude', 'score': 0.9986013770103455}]"
Mr bhai come to Assam please bhai,[],2024-12-04T14:43:56Z,@UpryYt,Mr bhai come to Assam please bhai,"[{'label': 'neutral', 'score': 0.9967328310012817}]"
Maine aapko subscriber kiya hun please aapko Sara video dekhta hun mr beast I Miss U 🙏🙏🙏$1M piz 🥺🥺 3:34 3:35  3:16 3:19,[],2024-12-04T14:43:51Z,@vishalprank0,Maine aapko subscriber kiya hun please aapko Sara video dekhta hun mr beast I Miss U 1M piz 334 335 316 319,"[{'label': 'worry', 'score': 0.9984439015388489}]"
Ngl big Justice is a very humble kid it seems even tho how annoying he sounds lmao he doing better then me no hate,[],2024-12-04T14:43:49Z,@xCursiver,Ngl big Justice is a very humble kid it seems even tho how annoying he sounds lmao he doing better then me no hate,"[{'label': 'neutral', 'score': 0.46003541350364685}]"
The Japanese audio track sounds like Naruto,[],2024-12-04T14:43:36Z,@Abhishek-zq6hf,The Japanese audio track sounds like Naruto,"[{'label': 'neutral', 'score': 0.9997836947441101}]"
0:57 no,[],2024-12-04T14:43:34Z,@Essassita,057 no,"[{'label': 'disapproval', 'score': 0.4480949342250824}]"
Mahmoud from Egypt I am interested😅,[],2024-12-04T14:43:29Z,@استراتيجي-ذ7م,Mahmoud from Egypt I am interested,"[{'label': 'happiness', 'score': 0.5754835605621338}]"
Es mejor Messi ❤,[],2024-12-04T14:43:29Z,@DeboraadrianaTomianovic-e5p,Es mejor Messi,"[{'label': 'neutral', 'score': 0.9999557733535767}]"
"‏‪20:15‬‏ Mr. Best, please bring Messi to your channel and do the same challenge, but with Messi",[],2024-12-04T14:43:26Z,@laught_me,2015 Mr Best please bring Messi to your channel and do the same challenge but with Messi,"[{'label': 'neutral', 'score': 0.9984488487243652}]"
Ronaldo’s biggest dive,[],2024-12-04T14:43:08Z,@therealpubby15,Ronaldos biggest dive,"[{'label': 'neutral', 'score': 0.9969003200531006}]"
Cr. Ronaldo❤❤❤❤❤❤❤❤❤❤,[],2024-12-04T14:42:51Z,@AsilbekSotiboldiyev-c7n,Cr Ronaldo,"[{'label': 'love', 'score': 0.7404031157493591}]"
CR7,[],2024-12-04T14:42:50Z,@FvOxLeGenTil,CR7,"[{'label': 'neutral', 'score': 0.9973560571670532}]"
